latin	name	Type	blood	blood_reference	sputum	sputum_reference	CSF	CSF_reference	urine	urine_reference
Dengue_virus	登革病毒	病毒	主要通过埃及伊蚊等媒介昆虫传播，可引起普通登革热、登革出血热和登革体综合征。	undetermined	none	none	none	none	none	none
Forest_encephalitis_virus	森林脑炎病毒	病毒	在春夏季节流行于俄罗斯及我国东北森林地带，故又称Russian spring-summer encephalitis virus，主要通过蜱传播，感染者主要以野外工作者为主，引起森林脑炎。	undetermined	none	none	none	none	none	none
Hantavirus	汉坦病毒	病毒	汉坦病毒主要引起肾综合征出血热，临床症状主要为以发热、出血和严重肾衰竭等。	undetermined	none	none	none	none	none	none
Xinjiang_hemorrhagic_fever_virus	新疆出血热病毒	病毒	主要经蜱传播，临床表现主要为发热、出血。	undetermined	none	none	none	none	none	none
Ebola_virus	埃博拉病毒	病毒	主要表现为高热、皮肤淤血、紫癜、消化道和泌尿生殖道出血等症状，常导致休克和死亡。	undetermined	none	none	none	none	none	none
Chimpanzee_adenovirus	黑猩猩腺病毒	病毒	none	none	none	none	none	none	none	none
Leishmania_donovani	杜氏利什曼原虫	寄生虫	引起内脏利什曼病，又称黑热病，典型症状主要表现为长期不规则发热，脾进行性肿大，肝轻度或重度肿大，消瘦，白细胞减少或有鼻出血及齿龈出血等。	undetermined	none	none	none	none	none	none
Leishmania_mexicana	墨西哥利什曼原虫	寄生虫	引起皮肤利什曼病。	Kraeva N, Butenko A, Hlaváčová J, et al. Leptomonas seymouri: Adaptations to the Dixenous Life Cycle Analyzed by Genome Sequencing, Transcriptome Profiling and Co-infection with Leishmania donovani.[J]. Plos Pathogens, 2015, 11(8):e1005127.	none	none	none	none	none	none
Leishmania_tropica	热带利什曼原虫	寄生虫	引起皮肤利什曼病。	undetermined	none	none	none	none	none	none
Leishmania_braziliensis	巴西利什曼原虫	寄生虫	引起黏膜皮肤利什曼病。	undetermined	none	none	none	none	none	none
Trypanosoma_gambiense	冈比亚锥虫	寄生虫	寄生于人体血液、淋巴液及脑脊液内，导致脑膜脑炎、弥漫性软脑膜炎，患者个性改变，继而神志不清，嗜睡和昏迷，又称非洲锥虫病或睡眠病。	undetermined	none	none	none	none	none	none
Trypanosoma_rhodesiense	罗得西亚锥虫	寄生虫	寄生于人体血液、淋巴液及脑脊液内，导致脑膜脑炎、弥漫性软脑膜炎，患者个性改变，继而神志不清，嗜睡和昏迷，称称非洲锥虫病或睡眠病。	undetermined	none	none	none	none	none	none
Trypanosoma_cruzi	枯氏锥虫	寄生虫	可导致结膜炎、耳前淋巴结炎、发热、淋巴结及脾肿大，心肌炎、食管及结肠肥大和扩张等，称美洲锥虫病或恰加斯病。	undetermined	none	none	none	none	none	none
Trypanosoma_grayi	格氏锥虫	寄生虫	none	none	none	none	none	none	none	none
Trypanosoma_brucei	布氏锥虫	寄生虫	可导致非洲昏睡病	none	none	none	none	none	none	none
Trypanosoma_congolense	刚果锥虫	寄生虫	none	none	none	none	none	none	none	none
Trichomonas_vaginalis	阴道毛滴虫	寄生虫	主要寄居在女性阴道，偶可侵入尿道；男性感染部位多见于尿道或前列腺，引起相应部位的炎症。	undetermined	none	none	none	none	none	none
Trichomonas_tenax	口腔毛滴虫	寄生虫	寄生于口腔，可能与牙槽化脓有关。	undetermined	none	none	none	none	none	none
Trichomonas_hominis	人毛滴虫	寄生虫	寄生于盲肠和结肠，可能导致腹泻。	undetermined	none	none	none	none	none	none
Dientamoeba_fragilis	脆弱双核阿米巴	寄生虫	主要表现为腹泻、腹痛、粪内带血或黏液、恶心、呕吐等症状。	undetermined	none	none	none	none	none	none
Giardia_lamblia	蓝氏贾第鞭毛虫	寄生虫	蓝氏贾第鞭毛虫感染主要表现为消化道症状，甚至出现严重的吸收不良综合征。	undetermined	none	none	none	none	none	none
Entamoeba_histolytica	溶组织内阿米巴	寄生虫	引起阿米巴病，肠侵袭性阿米巴病急性期患者出现腹泻、腹痛，排脓血粘液便，个别并列可并发肠穿孔和阑尾炎；慢性病例主要表现为肠功能紊乱；还可引起肠外阿米巴病，如肝脓肿、肺脓肿等；若随血流侵入脑、心包、脾等处，则引起相应部位的炎症、溃疡或脓肿。	undetermined	none	none	none	none	none	none
Entamoeba_dispar	迪斯帕内阿米巴	寄生虫	none	none	none	none	none	none	none	none
Entamoeba_hartmani	哈门阿米巴	寄生虫	none	none	none	none	none	none	none	none
Entamoeba_nuttalli	纳氏内阿米巴	寄生虫	none	none	none	none	none	none	none	none
Entamoeba_coli	结肠内阿米巴	寄生虫	none	none	none	none	none	none	none	none
Endolimax_nana	微小内蜓阿米巴	寄生虫	有报道与慢性腹泻有关。	undetermined	none	none	none	none	none	none
Entamoeba_gingivalis	齿龈阿米巴	寄生虫	与牙周病、牙周炎相关。	undetermined	none	none	none	none	none	none
lodamoeba_butschli	布氏嗜碘阿米巴	寄生虫	none	none	none	none	none	none	none	none
Balamuthia_mandrillaris	巴拉姆希阿米巴	寄生虫	可导致肉芽肿性阿米巴脑炎。	undetermined	none	none	none	none	none	none
Naegleria_fowleri	福氏耐格里阿米巴	寄生虫	可引起致死性的原发性阿米巴脑膜脑炎，患者通常是儿童和未成年者。	Visvesvara GS, Moura H, Schuster FL. Pathogenic and opportunistic free-living amoebae: Acanthamoeba spp., Balamuthia mandrillaris, Naegleria fowleri, and Sappinia diploidea. FEMS Immunol Med Microbiol. 2007 Jun; 50(1): 1-26.	none	none	none	none	none	none
Acanthamoeba_culbertsoni	棘阿米巴	寄生虫	主要引起肉芽肿性阿米巴脑炎、棘阿米巴角膜炎，还可引起皮肤、肺、生殖道等部位的感染。	undetermined	none	none	none	none	none	none
Acanthamoeba_polyphaga	多噬棘阿米巴	寄生虫	主要引起肉芽肿性阿米巴脑炎、棘阿米巴角膜炎，还可引起皮肤、肺、生殖道等部位的感染。	undetermined	none	none	none	none	none	none
Acanthamoeba_castellanii	卡氏棘阿米巴	寄生虫	主要引起肉芽肿性阿米巴脑炎、棘阿米巴角膜炎，还可引起皮肤、肺、生殖道等部位的感染。	undetermined	none	none	none	none	none	none
Acanthamoeba_rhysodes	棘阿米巴	寄生虫	主要引起肉芽肿性阿米巴脑炎、棘阿米巴角膜炎，还可引起皮肤、肺、生殖道等部位的感染。	undetermined	none	none	none	none	none	none
Acanthamoeba_triangularis	三角棘阿米巴	寄生虫	主要引起肉芽肿性阿米巴脑炎、棘阿米巴角膜炎，还可引起皮肤、肺、生殖道等部位的感染。	Xuan YH, Chung BS, Hong YC, et al. Keratitis by Acanthamoeba triangularis:Report of Cases and Characterization of Isolates. Korean J Parasitol. 2008 Sep; 46(3): 157-64.	none	none	none	none	none	none
Acanthamoeba_mauritaniensis	棘阿米巴	寄生虫	undetermined	undetermined	none	none	none	none	none	none
Acanthamoeba_quina	棘阿米巴	寄生虫	undetermined	undetermined	none	none	none	none	none	none
Plasmodium_vivax	间日虐原虫	寄生虫	是引起疟疾的病原体，寄生在人体的疟原虫有4种：间日虐原虫、恶性疟原虫、三日疟原虫和卵形疟原虫。感染疟原虫后，经过一定的潜伏期，原虫数量达到一定的阈值才出现临床表现。疟疾的典型发作表现为周期性的寒战、发热、出汗三个连续阶段，然后进入间歇期。	Battle KE, Gething PW, Elyazar IR, et al. The global public health significance of Plasmodium vivax. Adv Parasitol. 2012; 80: 1-111.	none	none	none	none	none	none
Plasmodium_malariae	三日疟原虫	寄生虫	是引起疟疾的病原体，寄生在人体的疟原虫有4种：间日虐原虫、恶性疟原虫、三日疟原虫和卵形疟原虫。感染疟原虫后，经过一定的潜伏期，原虫数量达到一定的阈值才出现临床表现。疟疾的典型发作表现为周期性的寒战、发热、出汗三个连续阶段，然后进入间歇期。	undetermined	none	none	none	none	none	none
Plasmodium_falciparum	恶性疟原虫	寄生虫	是引起疟疾的病原体，寄生在人体的疟原虫有4种：间日虐原虫、恶性疟原虫、三日疟原虫和卵形疟原虫。感染疟原虫后，经过一定的潜伏期，原虫数量达到一定的阈值才出现临床表现。疟疾的典型发作表现为周期性的寒战、发热、出汗三个连续阶段，然后进入间歇期。	undetermined	none	none	none	none	none	none
Plasmodium_ovale	卵形疟原虫	寄生虫	是引起疟疾的病原体，寄生在人体的疟原虫有4种：间日虐原虫、恶性疟原虫、三日疟原虫和卵形疟原虫。感染疟原虫后，经过一定的潜伏期，原虫数量达到一定的阈值才出现临床表现。疟疾的典型发作表现为周期性的寒战、发热、出汗三个连续阶段，然后进入间歇期。	undetermined	none	none	none	none	none	none
Plasmodium_gallinaceum	鸡疟原虫	寄生虫	none	none	none	none	none	none	none	none
Toxoplasma_gondii	刚地弓形虫	寄生虫	是一种重要的机会致病原虫，可引起人畜共患的弓形虫病，在宿主免疫功能低下时可引起严重的全身性弓形虫病。弓形虫病分先天性和获得性两类，先天性弓形虫病的典型表现有脑积水、大脑钙化灶、视网膜脉络膜炎和精神、运动障碍；获得性弓形虫病表现为引起多脏器损伤，常累及脑和眼部，表现为脑炎、脑膜脑炎、癫痫和精神异常、视网膜脉络膜炎和淋巴结肿大。若弓形虫急性播散，常可引起脑膜脑炎、肝炎、心肌炎、心包炎、关节炎、肾炎和腹膜炎等。	Tenter AM, Heckeroth AR, Weiss LM. Toxoplasma gondii: from animals to humans. Int J Parasitol. 2000 Nov; 30(12-13): 1217-58.	none	none	none	none	none	none
Cryptosporidium_parvum	微小隐孢子虫	寄生虫	是一种重要的引起腹泻的机会致病原虫，所引起的隐孢子虫病是一种人兽共患病，感染后，约有80%的人发病并表现出临床症状，其余则为隐性感染；免疫功能异常的患者，腹泻程度通常更为严重。	的人发病并表现出临床症状，其余则为隐性感染；免疫功能异常的患者，腹泻程度通常更为严重。	DuPont HL, Chappell CL, Sterling CR, et al. The infectivity of Cryptosporidium parvum in healthy volunteers. N Engl J Med. 1995 Mar 30; 332(13): 855-9.	none	none	none	none	none	none
Sarcocystis_suihominis	猪人肉孢子虫	寄生虫	可致肉孢子虫病，为一种人兽共患病，猪人肉孢子虫与人肉孢子虫又统称为人肠肉孢子虫。人体感染后，主要出现消化道症状，如腹痛、腹泻等，严重者可发生贫血、坏死性肠炎等。	undetermined	none	none	none	none	none	none
Sarcocystis_hominis	人肉孢子虫	寄生虫	可致肉孢子虫病，为一种人兽共患病，猪人肉孢子虫与人肉孢子虫又统称为人肠肉孢子虫。人体感染后，主要出现消化道症状，如腹痛、腹泻等，严重者可发生贫血、坏死性肠炎等。	undetermined	none	none	none	none	none	none
Sarcocystis_lindemarni	林氏肉孢子虫	寄生虫	可致肉孢子虫病，为一种人兽共患病，人体感染后，主要出现消化道症状，如腹痛、腹泻等，严重者可发生贫血、坏死性肠炎等。林氏肉孢子虫又称人肌肉肉孢子虫，其病例报告较少。	undetermined	none	none	none	none	none	none
Isospora_belli	贝氏等孢子虫	寄生虫	免疫功能正常的人感染贝氏等孢子虫常无症状，或仅有轻微胃肠道症状；在免疫缺陷患者，可出现严重临床症状，有发热、持续性或脂肪性腹泻，体重减轻等。	undetermined	none	none	none	none	none	none
Cyclospora_cayetanensis	环孢子虫	寄生虫	可引起腹泻。	undetermined	none	none	none	none	none	none
Blastocystis_hominis	人芽囊原虫	寄生虫	主要寄生在回盲部，免疫功能正常的患者发病多数为自限性，免疫功能低下患者易感，严重者可有消化道症状，如腹泻、呕吐等。	undetermined	none	none	none	none	none	none
Babesia_bigemina	双芽巴贝虫	寄生虫	可引起巴贝西虫病，人体感染巴贝西虫后可无明显症状，或表现轻微；少数患者可出现严重症状和体征，如畏寒、发热、肌肉酸痛、溶血性贫血等。	undetermined	none	none	none	none	none	none
Babesia_bovis	牛巴贝西虫	寄生虫	可引起巴贝西虫病。人体感染巴贝西虫后可无明显症状，或表现轻微；少数患者可出现严重症状和体征，如畏寒、发热、肌肉酸痛、溶血性贫血等。	undetermined	none	none	none	none	none	none
Babesia_microti	田鼠巴贝西虫	寄生虫	可引起巴贝西虫病。人体感染巴贝西虫后可无明显症状，或表现轻微；少数患者可出现严重症状和体征，如畏寒、发热、肌肉酸痛、溶血性贫血等。	undetermined	none	none	none	none	none	none
Balantidium_coli	结肠小袋纤毛虫	寄生虫	可引起小袋纤毛痢疾。	undetermined	none	none	none	none	none	none
Hammondia_hammondi	哈氏哈蒙德虫	寄生虫	none	none	none	none	none	none	none	none
Gregarina_niphandrodes	簇虫	寄生虫	none	none	none	none	none	none	none	none
Leptomonas_seymouri	西摩细滴虫	寄生虫	none	none	none	none	none	none	none	none
Cytauxzoon_felis	猫胞簇虫	寄生虫	none	none	none	none	none	none	none	none
Albugo_laibachii	白锈菌	寄生虫	none	none	none	none	none	none	none	none
Eimeria_necatrix	毒害艾美球虫	寄生虫	none	none	none	none	none	none	none	none
Eimeria_maxima	巨型艾美球虫	寄生虫	none	none	none	none	none	none	none	none
Eimeria_praecox	早熟艾美球虫	寄生虫	none	none	none	none	none	none	none	none
Eimeria_tenella	柔嫩艾美球虫	寄生虫	none	none	none	none	none	none	none	none
Pythium_arrhenomanes	强雄腐霉	寄生虫	none	none	none	none	none	none	none	none
Vitrella_brassicaformis	Vitrella brassicaformis	寄生虫	none	none	none	none	none	none	none	none
Streptococcus anginosus	咽峡炎链球菌	bacteria	机会致病菌，在口腔、上呼吸道、胃肠道和阴道中广泛存在。可引起上呼吸道感染、尿路感染、菌血症、化脓性肝脓肿、交感神经脓胸、脾脓肿、化脓性脑膜炎、咽峡炎、脑脓肿合并脑膜炎等。	Ganju SA, Gautam N, Sharma G. Pyogenic liver abscess associated with oral flora bacterium, Streptococcus anginosus in a patient with underlying tuberculosis. Indian J Pathol Microbiol. 2017 Oct-Dec; 60(4): 587-589. 	none	none	none	none	none	none
Streptococcus equinus	马肠链球菌	bacteria	是马食道的优势链球菌，偶可在人类肠道内发现 ，引起人类细菌血症、感染性心内膜炎、脓胸、术后眼内炎、自发性细菌性腹膜炎、败血症、脑脓肿、伤口感染等。	Christoph Jans, Annemarie Boleij. The Road to Infection: Host-Microbe Interactions Defining the Pathogenicity of Streptococcus bovis/Streptococcus equinus Complex Members. Front Microbiol. 2018; 9: 603.	none	none	none	none	none	none
Streptococcus intermedius	中间链球菌	bacteria	口腔正常菌群，还可定殖于上呼吸道、女性泌尿生殖道和胃肠道，机会致病菌，可引发牙周炎、脑脓肿、肝脓肿、纵隔炎、中枢神经系统感染、深颈部感染并发淋巴结炎、胸膜肺部感染和感染性心内膜炎。 口咽部存在的中间型链球菌的吸入可导致吸入性肺炎，并可并发肺脓肿和脓胸。	A Neumayr, R Kubitz, JG Bode. Multiple liver abscesses with isolation of streptococcus intermedius related to a pyogenic dental infection in an immuno-competent patient. Eur J Med Res. 2010; 15(7): 319–322. Published online 2010 Jul 26.	none	none	none	none	none	none
